bv_id,oid,level,root_rpid,rpid,parent_rpid,uid,uname,user_level,ctime,like,message
BV1yX4y1R7fp,354297151,1,158429455216,158429455216,0,33382299,孤寞的小狼,6,1680109362,83,但凡对AI的工作原理有点基础认识的，都知道其只不过是基于大数据和算法生成特定输出的小应用，机器本身并不知道他输出的东西有何意义，就好像鹦鹉学舌，如果要让AI真正理解他在输出什么，那就不仅仅是文本的feed了，要有图像、感觉等等很复杂的输入集成，就如同再造一个人这么难
BV1yX4y1R7fp,354297151,2,158429455216,158440709472,158429455216,35721435,枫叶丶剑,6,1680129504,8,一看你就是外行，别班门弄斧了
BV1yX4y1R7fp,354297151,2,158429455216,158453010464,158429455216,33382299,孤寞的小狼,6,1680140774,6,回复 @星晨丶蔚 :你是什么内行啊？我专业电子信息工程，毕设基于深度学习的下行链路波束赋形最优解的算法重构，我没那么懂nlp，不过原理内核都是大同小异，请问你说我外行是有读到研究生吗？在哪读的？你写过什么paper？
BV1yX4y1R7fp,354297151,2,158429455216,158454506224,158429455216,22196133,如约君风,6,1680141715,0,回复 @星晨丶蔚 : 他说的这几句哪里外行了......
BV1yX4y1R7fp,354297151,2,158429455216,158455823248,158429455216,3464994,永恒的存在,6,1680142536,2,讲的确实有问题，再造一个人和AI是两回事，而且写代码不需要多模态
BV1yX4y1R7fp,354297151,2,158429455216,158458617056,158429455216,35721435,枫叶丶剑,6,1680144272,2,"回复 @孤寞的小狼 :@孤寞的小狼 你确定大同小异? 深度学习和nlp能一样?还有你觉得所有的nlp都是基于深度学习的吗,能不能不要这么傲慢啊"
BV1yX4y1R7fp,354297151,2,158429455216,158462794128,158429455216,33382299,孤寞的小狼,6,1680146641,5,回复 @星晨丶蔚 :你一句一看就是外行，就不是傲慢？难绷，你先把你的学历和做的工作甩出来，再来指点江山，nlp所用的思想与深度学习一致，不是nlp要用什么你才能懂什么知道吗？
BV1yX4y1R7fp,354297151,2,158429455216,158463310768,158429455216,33382299,孤寞的小狼,6,1680146851,1,回复 @永恒的存在 :我的意思是要让AI真正理解他的文本输出，就需要多模态，工作复杂程度与再造一个人差不多
BV1yX4y1R7fp,354297151,2,158429455216,158463781488,158429455216,22481316,仰望光之人,6,1680147101,0,回复 @孤寞的小狼 :但你要说你比哈佛教授还内行我是不信的[doge]
BV1yX4y1R7fp,354297151,2,158429455216,158464455136,158429455216,33382299,孤寞的小狼,6,1680147486,2,回复 @仰望光之人 :我的观点跟哈佛教授有冲突吗？哈佛教授认为短时间AI替代不了程序员的工作，我的观点AI如果要达到高标准的理解，还要做很多其他种类输入相关的额外的工作，现阶段还不够当然替代不了
BV1yX4y1R7fp,354297151,2,158429455216,158474988032,158429455216,1710216175,账号已注销,0,1680152182,1,回复 @星晨丶蔚 :妈的？深度学习和nlp能一样？啥白痴能问出这话来？我是计算机硕士在读，搞得就是ai[笑哭]
BV1yX4y1R7fp,354297151,2,158429455216,158489777952,158429455216,33382299,孤寞的小狼,6,1680160607,1,回复 @张小布二 :你说得那些人只能叫学，英语单词都不识几个跟研究生比啊，去看真正国际上有名的大佬，哪个是高中学历啊？十几年做个网页做个app就是你心目中的大佬我只能说chatgpt不在中国出现是有原因的
