bv_id,oid,level,root_rpid,rpid,parent_rpid,uid,uname,user_level,ctime,like,message
BV12ALczPEXR,114369190957980,1,259959639777,259959639777,0,219695653,非著名1白日梦想家,6,1745144523,482,ai带来的危机主要不是取代，是一个公司某个需要几十上百人的岗位，被三五名本行业精英＋对应成熟的专业ai给原本的团队取代了，对应剩下的九成人员都需要找新的工作，新就业产生的速度貌似不容易消化这个量级
BV12ALczPEXR,114369190957980,2,259959639777,259964753601,259959639777,698539565,长安贺嘉赐,6,1745148620,261,"不是不容易消化，是根本消化不了。因为这不只是一个数目问题，而是一个门槛问题。

新岗位就算数目提上来了，可它的普遍门槛比起旧岗位来说绝对是&#34;飙升&#34;，绝大多数从旧岗位上被替代下来的人，根本无力够着新岗位的门槛。

你能想象一个高中学历的收银员去研究算法吗？？？

另外有一个很明显的矛盾，那就是有需求才有供给，如果大部分人的收入来源被挤压甚至被剥夺，企业生产出一堆产品卖给谁呢？谁有钱买呢？"
BV12ALczPEXR,114369190957980,2,259959639777,259966470625,259959639777,219695653,非著名1白日梦想家,6,1745149930,2,回复 @长安贺嘉赐 : 确实
BV12ALczPEXR,114369190957980,2,259959639777,260873904384,259959639777,109073843,大B吉,6,1745155885,28,回复 @长安贺嘉赐 : 是的，ai带来的岗位门槛太高了，很多2硕都可能没资格去做
BV12ALczPEXR,114369190957980,2,259959639777,260913433472,259959639777,526587430,落日长天-,6,1745208484,0,回复 @J21777 :但真有高中生参加 AI4S 算法赛
BV12ALczPEXR,114369190957980,2,259959639777,260041535233,259959639777,219695653,非著名1白日梦想家,6,1745234856,20,回复 @落日长天- : 嗯，也真的有爱因斯坦
BV12ALczPEXR,114369190957980,2,259959639777,260950860704,259959639777,526587430,落日长天-,6,1745239428,21,回复 @J21777 :更重要的是，国家开始批量培养这样的人了，小京爷们都在考人工智能天才班，我记得是 300 人限额，开局就是高中数学➕信息技术实战，都有配套的初高中版算法赛给这些人玩，京爷就是爷！
BV12ALczPEXR,114369190957980,2,259959639777,260951579184,259959639777,526587430,落日长天-,6,1745239863,14,回复 @J21777 :这下真就是穷人靠变异了，除非真的大脑和其他人不同，否则我很难想象普通人拿什么和这群有天赋还努力的富哥斗
BV12ALczPEXR,114369190957980,2,259959639777,260083590577,259959639777,219695653,非著名1白日梦想家,6,1745289040,7,回复 @落日长天- : 你这思路也是天才了
BV12ALczPEXR,114369190957980,2,259959639777,260988455344,259959639777,526587430,落日长天-,6,1745289821,0,回复 @J21777 :因为我 tm 真得和他们斗，都是练出来的
